"lineNo","assgNo","fixcount","firstPassCnt","P1stFixation","P2stFixation","prevFixDur","firstfixDur","firstPassFixDur","nextFixDur","firstSaccLen","lastSaccLen","prevFixPos","landingPos","leavingPos","totalFixDur","meanFixDur","nRegressFrom","regressLen","nextWordRegress","regressDur","pupilDiamMax","pupilDiamLag","timePrtctg","nWordsInTitle","titleNo","wordNo","label"
164,5,1,1,1,0,119,199,199,219,293.3343,701.9238,210.0095,76.6632,59.1291,199,199.0000,0,0,0,0,0.1855,0.1215,0.0178,9,10,8,1
165,5,1,1,1,1,278,397,397,99,701.9238,204.1378,802.2020,97.7663,97.8174,219,219.0000,0,0,0,298,0.1855,0.1215,0.0196,8,9,1,1
166,5,1,1,0,1,219,80,80,99,204.1378,229.5441,125.2996,83.9315,81.4448,80,80.0000,0,0,0,0,0.1700,0.1215,0.0071,8,9,3,1
167,5,1,1,0,1,80,99,99,139,229.5441,310.5906,181.0249,47.6681,52.5952,99,99.0000,0,0,0,0,0.1360,0.1215,0.0088,8,9,5,1
168,5,1,1,0,1,99,139,139,219,310.5906,121.2642,254.7096,57.3956,50.7986,139,139.0000,0,0,1,0,0.0740,0.1215,0.0124,8,9,7,1
169,5,1,1,0,1,139,219,219,298,121.2642,821.5184,39.0512,80.5388,76.6322,219,219.0000,1,4791,0,0,0.0740,0.1215,0.0196,8,9,8,1
170,5,1,1,1,1,278,397,397,99,821.5184,80.0078,947.0132,128.0039,103.3247,298,298.0000,0,0,0,298,0.0740,0.1215,0.0266,8,9,1,1
171,5,1,1,1,1,80,278,278,397,80.0078,477.3955,145.3410,93.5053,94.8538,139,139.0000,0,0,0,139,0.0750,0.1215,0.0124,5,8,1,0
172,5,1,1,0,1,139,80,80,159,477.3955,456.5403,302.5921,172.0182,168.6668,80,80.0000,0,0,0,80,0.1215,0.0345,0.0071,5,8,4,0
173,5,2,2,0,1,80,159,239,159,456.5403,156.5799,455.1978,1.5811,27.8792,239,119.5000,0,0,0,239,0.1215,0.0345,0.0214,5,7,2,0
174,5,1,1,0,1,80,159,159,219,156.5799,219.2134,162.1974,13.4536,6.5192,159,159.0000,0,0,0,159,0.1215,0.0265,0.0142,5,7,4,0
175,5,1,1,1,1,139,239,239,219,219.2134,209.6342,309.0324,99.0454,111.3216,219,219.0000,0,0,0,219,0.1215,0.0265,0.0196,4,6,1,1
176,5,1,2,1,1,239,219,338,80,209.6342,86.9511,167.1915,50.3587,52.9009,139,139.0000,0,0,0,139,0.0345,0.0265,0.0124,4,6,3,1
177,5,1,1,0,1,139,278,278,219,86.9511,319.8664,58.4209,27.7849,14.1510,278,278.0000,0,0,0,278,-0.0090,0.0265,0.0248,4,6,4,1
178,5,1,2,1,1,139,80,219,139,319.8664,126.0724,412.2839,84.1204,88.5692,219,219.0000,0,0,0,219,-0.0265,0.0265,0.0196,5,5,1,0
179,5,1,1,0,1,159,179,179,199,126.0724,41.1096,86.1452,45.0028,40.6110,179,179.0000,0,0,0,179,-0.0265,0.0265,0.0160,7,4,3,1
180,5,1,1,1,1,258,119,119,219,41.1096,293.0004,50.4480,26.3865,20.5244,179,179.0000,1,6144,0,179,0.0055,0.0265,0.0160,4,3,2,2
181,5,1,1,1,0,219,258,258,199,293.0004,104.0433,160.0125,130.5086,118.0011,259,259.0000,0,0,1,517,0.0265,0.0265,0.0231,4,3,3,2
182,5,1,1,1,0,119,219,219,258,104.0433,423.5024,10.0000,89.0688,91.4440,258,258.0000,2,815,0,457,0.0265,0.0020,0.0231,4,3,4,2
183,5,1,1,1,1,99,259,259,258,423.5024,382.5735,410.5423,7.1589,13.4629,298,298.0000,0,0,1,715,0.0265,0.1490,0.0266,7,2,2,0
184,5,1,1,0,1,298,199,199,179,382.5735,341.0092,193.0414,194.5411,186.0168,199,199.0000,0,0,0,199,-0.0130,0.2250,0.0178,7,2,4,0
185,5,1,1,0,1,199,179,179,99,341.0092,131.0506,271.0664,69.1809,60.5310,179,179.0000,0,0,1,179,-0.0550,0.2250,0.0160,7,2,6,0
186,5,1,1,0,1,179,99,99,139,131.0506,721.5028,92.2659,42.6878,42.0030,99,99.0000,1,497,1,99,-0.0550,0.2250,0.0088,7,2,7,0
187,5,1,1,0,1,99,139,139,139,721.5028,133.0338,770.0006,49.5631,63.5079,139,139.0000,1,358,0,278,-0.0305,0.2250,0.0124,7,2,3,0
188,5,1,1,1,1,99,259,259,258,133.0338,73.4456,141.1737,9.3941,10.7355,139,139.0000,0,0,1,715,0.0020,0.2250,0.0124,7,2,2,0
189,5,1,1,1,1,0,139,139,199,73.4456,130.0471,129.7266,88.2780,78.9003,219,219.0000,1,397,1,1095,0.0020,0.2250,0.0196,6,1,1,0
190,5,1,1,1,0,259,258,258,119,130.0471,235.6061,188.7326,57.0088,53.5374,99,99.0000,1,775,1,715,0.0020,0.2250,0.0088,4,3,1,2
191,5,1,1,0,0,99,298,298,219,235.6061,161.6168,182.6609,68.3411,61.4593,298,298.0000,1,219,0,298,0.1490,0.2250,0.0266,6,1,2,0
192,5,1,1,1,1,0,139,139,199,161.6168,0.0000,200.0400,40.7830,56.5442,219,219.0000,1,397,1,1095,0.2250,0.2250,0.0196,6,1,1,0
193,5,1,1,1,0,259,258,258,119,148.0414,0.0000,152.2005,28.0179,30.1040,258,258.0000,1,775,1,715,0.2250,0.2250,0.0231,4,3,1,2
194,6,1,1,1,1,0,139,139,238,0.0000,402.5102,0.0000,71.1706,59.5399,139,139.0000,0,0,0,0,-0.0750,0.0115,0.0187,6,5,1,1
195,6,1,1,1,0,139,238,238,199,402.5102,225.5272,379.5787,88.3883,95.0000,238,238.0000,0,0,0,0,-0.0510,0.0290,0.0320,5,1,1,0
196,6,1,1,1,0,238,199,199,238,225.5272,220.2504,144.5856,90.5677,83.0738,199,199.0000,0,0,0,0,-0.0065,0.1010,0.0268,5,1,3,0
197,6,1,1,1,0,199,238,238,119,220.2504,64.2806,154.0811,64.5368,65.5515,238,238.0000,1,119,0,0,-0.0065,0.1010,0.0320,5,1,5,0
198,6,1,1,1,0,238,119,119,179,64.2806,427.7116,148.9463,85.9069,79.4119,119,119.0000,0,0,1,119,-0.0065,0.1010,0.0160,5,1,4,0
199,6,1,1,1,0,119,179,179,159,427.7116,329.0745,469.5551,47.1010,60.9631,179,179.0000,0,0,0,0,-0.0065,0.1010,0.0241,7,2,1,0
200,6,1,1,1,0,179,159,159,80,329.0745,239.2305,323.0387,17.9025,3.0414,159,159.0000,0,0,0,0,-0.0335,0.1010,0.0214,7,2,3,0
201,6,1,1,1,0,159,80,80,179,239.2305,260.0173,109.1146,124.7257,112.5178,80,80.0000,0,0,0,0,0.0040,0.1010,0.0108,7,2,4,0
202,6,1,1,1,0,80,179,179,298,260.0173,755.1864,246.0183,9.8615,8.0623,179,179.0000,0,0,0,0,0.0115,0.1010,0.0241,7,2,7,0
203,6,1,1,1,0,179,298,298,139,755.1864,136.7644,864.6167,115.1803,129.0010,298,298.0000,0,0,0,0,0.0290,0.1010,0.0401,9,3,1,1
204,6,1,1,1,0,298,139,139,99,136.7644,254.5781,95.0474,44.2295,58.0517,139,139.0000,0,0,0,0,0.1010,0.0455,0.0187,9,3,2,1
205,6,1,1,1,1,139,99,99,139,254.5781,161.5774,282.5403,49.4773,60.1020,99,99.0000,1,219,1,1708,0.1010,0.0455,0.0133,7,4,1,2
206,6,1,1,1,1,99,139,139,80,161.5774,138.9361,89.1403,72.5155,63.5610,139,139.0000,1,2047,0,954,0.1010,0.0455,0.0187,7,4,2,2
207,6,1,1,1,0,139,80,80,278,138.9361,144.5078,53.3667,83.5539,85.5935,80,80.0000,0,0,0,0,0.1010,0.0455,0.0108,7,4,3,2
208,6,1,1,1,1,80,278,278,219,144.5078,278.9915,23.4094,124.0252,136.7708,278,278.0000,0,0,0,139,0.0650,0.0360,0.0374,7,4,4,2
209,6,2,2,1,1,278,219,299,199,278.9915,172.4181,233.0343,45.8912,34.7851,299,149.5000,2,2186,0,199,0.0455,0.0620,0.0402,7,4,7,2
210,6,2,2,1,1,80,199,298,99,172.4181,100.5497,219.0205,44.0114,53.7122,298,149.0000,0,0,1,576,0.0360,0.0620,0.0401,7,4,5,2
211,6,2,2,1,1,99,99,656,338,100.5497,631.0335,37.1618,69.0887,61.4593,656,328.0000,2,914,1,1014,0.0285,0.0620,0.0883,7,4,6,2
212,6,1,1,1,1,139,99,99,139,631.0335,142.6061,705.0064,64.0078,73.5425,338,338.0000,1,219,1,1708,0.0620,0.1030,0.0455,7,4,1,2
213,6,1,1,1,1,99,139,139,80,142.6061,144.8447,80.2247,67.0671,60.6671,99,99.0000,1,2047,0,954,0.0620,0.1260,0.0133,7,4,2,2
214,6,1,1,1,1,0,139,139,238,144.8447,487.0503,228.1162,91.6106,95.0118,259,259.0000,0,0,0,0,0.0620,0.1260,0.0348,6,5,1,1
215,6,1,1,0,1,259,159,159,258,487.0503,119.5094,381.0328,101.1496,84.1576,159,159.0000,1,258,0,0,0.0590,0.1260,0.0214,6,5,5,1
216,6,1,1,0,1,159,258,258,139,119.5094,302.0348,183.1338,60.2080,41.0183,258,258.0000,0,0,1,258,0.0590,0.1260,0.0347,6,5,4,1
217,6,1,1,1,0,258,139,139,159,302.0348,88.4590,357.7401,43.5029,56.1427,139,139.0000,1,159,0,0,0.0590,0.1260,0.0187,7,6,2,1
218,6,1,1,1,0,139,159,159,139,88.4590,88.5056,148.0034,65.1153,68.7314,159,159.0000,0,0,1,159,0.0920,0.1260,0.0214,7,6,1,1
219,6,1,1,1,0,159,139,139,80,88.5056,241.5186,102.0686,68.5511,56.4845,139,139.0000,0,0,0,0,0.1030,0.8065,0.0187,7,7,1,1
220,6,1,1,1,0,139,80,80,179,241.5186,494.1225,233.0193,13.6473,5.0000,80,80.0000,0,0,0,0,0.1030,0.8065,0.0108,7,7,4,1
221,6,1,1,1,0,80,179,179,159,494.1225,651.8178,421.0190,71.2531,73.1864,179,179.0000,0,0,0,0,0.1030,0.8065,0.0241,7,7,7,1
222,6,1,1,1,0,179,159,159,159,651.8178,114.5535,700.5120,60.0187,67.1509,159,159.0000,1,1649,0,0,0.1260,0.8065,0.0214,7,10,2,0
223,6,1,1,1,0,159,159,159,258,114.5535,519.2622,200.0025,89.5056,80.0250,159,159.0000,0,0,1,159,0.1260,0.8065,0.0214,7,10,1,0
224,6,1,1,1,1,139,99,99,139,519.2622,130.0096,519.6778,97.3717,89.3546,258,258.0000,1,219,1,1708,0.1260,0.8065,0.0347,7,4,1,2
225,6,1,1,1,1,99,139,139,80,130.0096,211.6707,61.0082,68.6167,66.9944,99,99.0000,1,2047,0,954,0.1260,0.8065,0.0133,7,4,2,2
226,6,1,1,1,1,80,278,278,219,211.6707,386.2913,151.0828,54.5825,59.5021,139,139.0000,0,0,0,139,0.1260,0.8065,0.0187,7,4,4,2
227,6,1,2,1,1,278,219,299,199,386.2913,227.1750,309.0259,78.0545,70.6116,199,199.0000,2,2186,0,199,0.0970,0.8065,0.0268,7,4,7,2
228,6,1,2,1,1,80,199,298,99,227.1750,113.7453,257.0019,25.6223,32.5615,139,139.0000,0,0,1,576,0.8065,0.8065,0.0187,7,4,5,2
229,6,1,2,1,1,99,99,656,338,113.7453,635.0002,44.0114,70.3651,62.0987,179,179.0000,2,914,1,1014,0.8065,0.8065,0.0241,7,4,6,2
230,6,1,1,1,1,139,99,99,139,635.0002,0.0000,699.0064,61.0737,79.1344,258,258.0000,1,219,1,1708,0.8065,0.8065,0.0347,7,4,1,2
231,6,1,1,1,1,99,139,139,80,121.2982,0.0000,84.0060,50.5223,54.0578,219,219.0000,1,2047,0,954,0.8065,0.8065,0.0295,7,4,2,2
232,7,1,1,1,0,0,199,199,259,0.0000,147.2753,0.0000,81.6838,79.7621,199,199.0000,0,0,0,219,0.0144,0.0854,0.0356,4,1,1,2
233,7,1,1,1,0,199,259,259,179,147.2753,127.5794,93.1719,57.0351,54.3346,259,259.0000,0,0,1,318,0.0144,0.0854,0.0464,4,1,3,2
234,7,1,1,1,1,259,179,179,298,127.5794,222.9041,75.3260,55.1928,45.0472,179,179.0000,2,2167,0,0,0.0754,0.0854,0.0320,4,1,4,2
235,7,1,1,1,0,179,298,298,298,222.9041,116.9027,243.2057,45.9619,44.3001,298,298.0000,0,0,0,298,0.0754,0.0854,0.0533,4,1,2,2
236,7,1,1,1,1,298,298,298,238,116.9027,135.4289,49.0918,104.4330,92.4392,298,298.0000,1,377,0,219,0.0854,0.0854,0.0533,5,2,2,1
237,7,1,1,1,1,259,179,179,298,135.4289,316.7069,121.9180,17.1172,26.8794,238,238.0000,2,2167,0,0,0.0854,0.0694,0.0426,4,1,4,2
238,7,1,1,0,1,238,139,139,219,316.7069,495.1336,207.6849,121.0960,116.9658,139,139.0000,1,1154,0,0,0.0854,0.2004,0.0249,5,2,4,1
239,7,1,1,0,1,139,219,219,219,495.1336,143.7028,589.0849,97.6640,101.9657,219,219.0000,0,0,1,219,0.0854,0.2269,0.0392,5,2,1,1
240,7,1,1,1,1,298,298,298,238,143.7028,163.0000,28.6007,118.2899,129.0475,219,219.0000,1,377,0,219,0.0694,0.2394,0.0392,5,2,2,1
241,7,1,1,0,1,219,179,179,219,163.0000,350.8208,116.4302,50.1224,44.7493,179,179.0000,0,0,1,179,0.0694,0.2394,0.0320,5,2,3,1
242,7,1,1,1,0,0,199,199,259,350.8208,135.5000,418.7183,72.5620,78.1297,219,219.0000,0,0,0,219,0.0694,0.2394,0.0392,4,1,1,2
243,7,1,1,1,0,199,259,259,179,135.5000,201.4528,87.1321,44.7269,36.0312,318,318.0000,0,0,1,318,0.0434,0.2839,0.0569,4,1,3,2
244,7,1,1,1,1,318,258,258,159,201.4528,261.6028,200.8781,8.7464,27.0185,258,258.0000,1,974,0,0,0.2004,0.3074,0.0462,3,3,2,0
245,7,1,1,1,0,199,259,259,179,261.6028,76.4003,194.1803,102.1078,115.6125,159,159.0000,0,0,1,318,0.2269,0.3939,0.0285,4,1,3,2
246,7,2,1,1,1,259,179,179,298,76.4003,305.5311,31.7805,59.5756,41.2098,358,179.0000,2,2167,0,0,0.2394,0.5104,0.0641,4,1,4,2
247,7,1,1,0,1,199,298,298,159,305.5311,183.5436,359.7624,68.4726,79.6304,298,298.0000,0,0,1,0,0.2394,0.5104,0.0533,3,3,1,0
248,7,1,1,1,1,318,258,258,159,183.5436,258.9295,15.6205,172.0705,171.8284,159,159.0000,1,974,0,0,0.2839,0.5104,0.0285,3,3,2,0
249,7,1,1,1,1,159,199,199,139,258.9295,140.6707,348.9828,115.2931,112.1037,199,199.0000,0,0,0,0,0.2839,0.5104,0.0356,4,6,1,0
250,7,1,1,1,0,199,139,139,199,140.6707,105.1190,157.6864,74.5822,80.3275,139,139.0000,0,0,0,0,0.3074,0.5104,0.0249,3,7,1,0
251,7,1,1,1,0,139,199,199,199,105.1190,252.9056,104.8904,65.9735,78.6527,199,199.0000,1,299,0,0,0.3939,0.5104,0.0356,4,8,1,1
252,7,1,1,1,1,159,199,199,139,252.9056,227.1503,214.7207,119.8520,116.6898,199,199.0000,0,0,0,0,0.5104,0.5104,0.0356,4,6,1,0
253,7,1,1,0,1,199,100,100,139,227.1503,85.0368,223.2241,26.1964,25.4951,100,100.0000,0,0,0,0,0.5104,0.2924,0.0179,4,8,3,1
254,7,1,1,1,0,100,139,139,139,85.0368,67.5666,96.0469,15.9138,2.9155,139,139.0000,1,139,0,0,0.5104,0.2924,0.0249,3,9,3,0
255,7,1,1,1,0,139,139,139,119,67.5666,145.9495,99.1262,26.0048,35.5141,139,139.0000,0,0,1,139,0.5104,0.5104,0.0249,3,9,2,0
256,7,1,1,1,0,139,119,119,80,145.9495,201.0025,209.0598,76.5016,96.7910,119,119.0000,0,0,0,0,0.5104,0.5104,0.0213,6,10,1,1
257,7,1,1,1,0,119,80,80,119,201.0025,870.0829,171.0468,40.4042,38.3275,80,80.0000,0,0,0,0,0.2924,0.2924,0.0143,6,10,4,1
258,7,1,1,1,0,179,298,298,298,870.0829,0.0000,783.3901,109.8237,72.9178,119,119.0000,0,0,0,298,0.2924,0.2924,0.0213,4,1,2,2
259,7,1,1,1,0,0,199,199,259,119.1480,0.0000,170.2058,55.5990,68.7841,159,159.0000,0,0,0,219,0.2924,0.2924,0.0285,4,1,1,2
260,8,1,1,1,0,0,139,139,238,0.0000,145.0078,0.0000,85.4196,86.4190,139,139.0000,0,0,0,0,-0.0881,0.0959,0.0279,7,1,1,1
261,8,1,1,1,0,139,238,238,219,145.0078,188.0538,86.1452,54.9181,48.9745,238,238.0000,0,0,0,0,-0.0881,0.0959,0.0477,7,1,2,1
262,8,1,1,1,0,238,219,219,179,188.0538,244.2320,152.2662,38.0296,32.5346,219,219.0000,0,0,0,0,-0.1086,0.0959,0.0439,7,1,4,1
263,8,1,1,1,0,219,179,179,219,244.2320,59.5021,200.0400,50.0924,37.1248,179,179.0000,0,0,0,0,-0.0701,0.0959,0.0359,7,1,6,1
264,8,1,1,1,0,179,219,219,139,59.5021,580.7075,37.7359,34.2381,41.1400,219,219.0000,0,0,0,0,0.0144,0.0959,0.0439,7,1,7,1
265,8,1,1,1,0,219,139,139,278,580.7075,90.1124,611.4000,30.9233,55.9017,139,139.0000,1,278,0,0,0.0214,0.0959,0.0279,8,2,2,0
266,8,1,1,1,0,139,278,278,437,90.1124,82.1523,159.5306,72.2098,79.0142,278,278.0000,0,0,1,278,0.0639,0.1614,0.0557,8,2,1,0
267,8,1,1,1,0,278,437,437,139,82.1523,79.4890,108.9036,83.7929,81.8841,437,437.0000,0,0,0,0,0.0959,0.2524,0.0876,7,3,1,1
268,8,1,1,1,0,437,139,139,239,79.4890,263.0803,77.2528,14.0890,9.9624,139,139.0000,0,0,0,0,0.0959,0.2539,0.0279,6,4,2,2
269,8,1,1,1,0,139,239,239,99,263.0803,308.5490,180.1000,82.0518,89.0225,239,239.0000,0,0,0,0,0.0829,0.2539,0.0479,6,4,4,2
270,8,3,3,1,0,239,99,457,278,308.5490,531.4344,184.0000,122.5500,14.5344,457,152.3333,0,0,0,0,0.1614,0.2539,0.0916,6,4,6,2
271,8,1,1,1,0,139,278,278,239,531.4344,127.5010,558.5499,45.8939,67.8325,278,278.0000,0,0,0,0,0.2524,0.2539,0.0557,8,6,1,0
272,8,1,1,1,1,278,239,239,100,127.5010,60.6671,164.5387,47.1832,60.1851,239,239.0000,0,0,0,0,0.2539,0.3719,0.0479,5,8,1,0
273,8,1,1,1,0,239,100,100,179,60.6671,296.7849,84.2912,46.5859,45.8394,100,100.0000,1,1291,0,0,0.2539,0.3719,0.0200,6,7,1,0
274,8,2,2,0,1,100,179,298,139,296.7849,503.4047,242.2168,63.8161,46.0245,298,149.0000,1,238,0,0,0.2539,0.3719,0.0597,6,4,1,2
275,8,1,1,1,0,119,139,139,139,503.4047,222.3342,509.1738,100.1249,92.3499,139,139.0000,0,0,0,0,0.1499,0.3719,0.0279,7,10,1,1
276,8,1,1,1,0,139,139,139,338,222.3342,299.9775,190.1683,33.1210,15.1327,139,139.0000,0,0,0,0,0.1499,0.3719,0.0279,7,10,3,1
277,8,1,1,1,1,278,239,239,100,299.9775,83.8824,346.3077,50.5025,67.0914,338,338.0000,0,0,0,0,0.2169,0.3719,0.0678,5,8,1,0
278,8,2,2,0,1,338,99,218,159,83.8824,192.9747,17.2627,75.6340,191.3165,218,109.0000,0,0,0,0,0.3719,0.3719,0.0437,5,8,2,0
279,8,1,1,0,1,119,159,159,159,192.9747,220.5385,205.1975,18.7683,26.5754,159,159.0000,0,0,0,0,0.3719,0.3719,0.0319,6,7,2,0
280,8,1,2,0,1,100,179,298,139,220.5385,0.0000,255.0020,45.6508,65.7001,159,159.0000,1,238,0,0,0.3719,0.3719,0.0319,6,4,1,2
281,8,1,1,1,0,437,139,139,239,31.5753,0.0000,40.6079,8.8600,2.2361,238,238.0000,0,0,0,0,0.3719,0.3719,0.0477,6,4,2,2
282,9,2,2,1,0,0,139,298,139,0.0000,388.0081,0.0000,20.0998,54.6443,298,149.0000,0,0,0,0,0.0759,0.1744,0.0383,6,1,2,0
283,9,1,1,1,0,159,139,139,99,388.0081,186.3867,356.3159,39.9531,48.5644,139,139.0000,0,0,0,0,0.1644,0.1974,0.0178,6,1,4,0
284,9,1,1,1,0,139,99,99,378,186.3867,580.9038,145.2790,58.9958,35.3553,99,99.0000,0,0,0,0,0.1744,0.1994,0.0127,6,1,6,0
285,9,1,1,1,0,99,378,378,179,580.9038,94.4524,676.8345,88.1717,121.4928,378,378.0000,0,0,0,0,0.1744,0.1994,0.0485,7,2,1,0
286,9,1,1,1,0,378,179,179,179,94.4524,148.5412,137.2006,56.0022,61.2413,179,179.0000,0,0,0,0,0.1744,0.1994,0.0230,4,3,1,1
287,9,1,1,1,0,179,179,179,119,148.5412,199.1212,76.0263,77.1038,69.5881,179,179.0000,0,0,0,0,0.1744,0.2389,0.0230,4,3,2,1
288,9,1,1,1,0,179,119,119,139,199.1212,68.5657,219.6952,76.2512,76.5849,119,119.0000,0,0,0,0,0.1459,0.2759,0.0153,6,4,1,0
289,9,2,2,1,0,119,139,397,119,68.5657,71.9253,77.4209,66.8506,198.3633,397,198.5000,0,0,0,0,0.1459,0.2759,0.0510,2,5,1,1
290,9,1,1,1,0,258,119,119,358,71.9253,216.2279,21.3776,54.3438,50.7568,119,119.0000,0,0,0,0,0.1974,0.3034,0.0153,2,5,2,1
291,9,1,1,1,1,119,358,358,179,216.2279,102.9684,282.4057,74.6073,81.7588,358,358.0000,0,0,0,4058,0.1994,0.3034,0.0460,8,6,1,2
292,9,1,1,1,1,358,179,179,159,102.9684,135.0796,111.7587,46.6154,46.2871,179,179.0000,0,0,0,1112,0.1994,0.3034,0.0230,6,7,1,0
293,9,1,1,1,0,179,159,159,99,135.0796,132.8166,51.7880,84.0952,83.0241,159,159.0000,0,0,1,0,0.2389,0.3034,0.0204,6,7,2,0
294,9,1,1,1,0,159,99,99,99,132.8166,210.0595,200.3597,71.9462,76.1183,99,99.0000,0,0,0,0,0.2759,0.3034,0.0127,6,8,1,0
295,9,1,1,1,0,99,99,99,99,210.0595,293.5068,124.3262,83.3847,71.0862,99,99.0000,0,0,0,0,0.2759,0.3034,0.0127,6,8,2,0
296,9,1,1,1,1,99,99,99,139,293.5068,455.4915,223.1098,70.7142,52.4619,99,99.0000,0,0,0,438,0.2759,0.3034,0.0127,6,8,4,0
297,9,1,1,1,0,99,139,139,159,455.4915,110.3291,557.8073,100.0562,118.7139,139,139.0000,0,0,0,0,0.3034,0.3034,0.0178,5,9,1,1
298,9,1,1,1,0,139,159,159,119,110.3291,113.2166,93.5575,24.0104,6.2650,159,159.0000,0,0,0,159,0.3034,0.2914,0.0204,4,10,2,1
299,9,1,1,1,0,159,119,119,99,113.2166,196.5229,80.6226,34.0331,35.7946,119,119.0000,0,0,1,0,0.3034,0.2469,0.0153,4,10,3,1
300,9,1,1,1,0,119,99,99,239,196.5229,371.3812,185.0432,17.1026,18.7417,99,99.0000,1,4372,0,139,0.3034,0.1774,0.0127,4,10,4,1
301,9,1,1,1,0,99,239,239,159,371.3812,118.4789,433.0935,64.7012,72.7066,239,239.0000,0,0,0,239,0.3034,0.1774,0.0307,4,10,1,1
302,9,1,1,1,0,139,159,159,119,118.4789,294.9903,63.3246,56.0357,46.9521,159,159.0000,0,0,0,159,0.2914,0.1644,0.0204,4,10,2,1
303,9,1,1,1,0,119,99,99,239,294.9903,76.5131,245.0000,48.1586,56.5199,139,139.0000,1,4372,0,139,0.2469,0.1624,0.0178,4,10,4,1
304,9,1,1,0,1,139,100,100,159,76.5131,163.4786,81.5843,26.8561,16.1941,100,100.0000,0,0,1,100,0.1774,0.1599,0.0128,5,9,4,1
305,9,1,1,0,1,100,159,159,99,163.4786,428.7336,71.0282,92.2280,89.0421,159,159.0000,1,3576,0,159,0.1774,0.1599,0.0204,5,9,5,1
306,9,1,1,0,1,159,99,99,119,428.7336,155.6478,507.2849,78.6448,74.7813,99,99.0000,0,0,0,198,0.1644,0.1059,0.0127,5,9,2,1
307,9,2,2,0,1,99,119,258,80,155.6478,184.5644,92.4446,60.6012,66.9795,258,129.0000,0,0,0,516,0.1624,0.1059,0.0331,5,9,3,1
308,9,2,1,1,1,99,99,99,139,184.5644,201.4460,147.0034,45.5000,42.8077,219,109.5000,0,0,0,438,0.1599,0.1059,0.0281,6,8,4,0
309,9,1,1,0,1,139,179,179,119,201.4460,136.8804,66.4831,136.0331,127.5627,179,179.0000,0,0,0,358,0.1014,0.1059,0.0230,6,8,5,0
310,9,1,1,0,1,179,119,119,258,136.8804,315.7566,65.1230,69.4586,67.1193,119,119.0000,0,0,0,238,0.0429,0.1059,0.0153,6,8,6,0
311,9,1,1,0,1,119,258,258,119,315.7566,129.0475,306.3234,18.7417,17.6139,258,258.0000,1,2444,0,516,0.0444,0.1059,0.0331,6,7,5,0
312,9,2,2,0,1,258,119,218,278,129.0475,400.0028,298.0822,156.0417,148.6371,218,109.0000,1,2226,0,654,0.0719,0.1059,0.0280,6,7,3,0
313,9,1,1,1,1,358,179,179,159,400.0028,85.3009,420.3439,27.2809,41.9076,278,278.0000,0,0,0,1112,0.1059,0.1059,0.0357,6,7,1,0
314,9,1,1,1,1,119,358,358,179,85.3009,171.5117,76.1577,64.3623,74.7412,179,179.0000,0,0,0,4058,0.1059,0.0924,0.0230,8,6,1,2
315,9,1,1,0,1,179,258,258,139,171.5117,140.0143,69.6348,116.2755,113.7453,258,258.0000,0,0,0,1746,0.1059,0.0924,0.0331,8,6,2,2
316,9,1,1,0,1,258,139,139,159,140.0143,147.2158,132.2422,17.0294,7.0711,139,139.0000,0,0,0,556,0.1059,-0.0356,0.0178,8,6,3,2
317,9,1,1,0,1,139,159,159,139,147.2158,252.1983,109.3709,41.5030,36.2250,159,159.0000,0,0,0,636,0.0924,-0.0356,0.0204,8,6,4,2
318,9,1,1,0,1,159,139,139,219,252.1983,193.0525,72.9932,180.0174,161.7235,139,139.0000,0,0,1,556,0.0924,-0.0356,0.0178,8,6,5,2
319,9,1,1,0,1,139,219,219,179,193.0525,133.6581,140.0571,48.6647,44.5449,219,219.0000,1,855,0,876,-0.0006,-0.0666,0.0281,8,6,8,2
320,9,1,1,0,1,219,179,179,119,133.6581,686.6557,136.0037,9.8615,7.9057,179,179.0000,1,676,0,895,-0.0356,-0.0356,0.0230,8,6,6,2
321,9,1,1,0,1,179,258,258,139,686.6557,0.0000,675.0474,36.3662,37.4767,119,119.0000,0,0,0,1746,-0.0356,-0.0356,0.0153,8,6,2,2
322,9,1,1,1,1,119,358,358,179,98.0778,0.0000,138.4955,46.9707,39.7020,557,557.0000,0,0,0,4058,-0.0666,-0.0666,0.0715,8,6,1,2
323,10,1,1,1,0,0,179,179,219,0.0000,67.1863,0.0000,76.2529,77.2739,179,179.0000,0,0,0,0,-0.0646,0.0354,0.0306,6,1,1,0
324,10,1,1,1,0,179,219,219,239,67.1863,146.5341,50.6952,26.0432,34.1248,219,219.0000,0,0,0,0,-0.0006,0.0354,0.0375,6,1,2,0
325,10,1,1,1,0,219,239,239,199,146.5341,142.0880,104.7855,48.3451,46.3276,239,239.0000,0,0,0,0,0.0114,0.0639,0.0409,6,1,3,0
326,10,1,1,1,0,239,199,199,258,142.0880,313.8571,49.0408,93.5909,97.9145,199,199.0000,0,0,0,0,0.0129,0.0639,0.0341,6,1,4,0
327,10,1,1,1,0,199,258,258,159,313.8571,88.9297,372.9370,62.7415,83.8824,258,258.0000,0,0,0,0,0.0129,0.0639,0.0441,9,2,2,0
328,10,1,1,1,0,258,159,159,139,88.9297,132.7950,173.5655,89.4218,85.6519,159,159.0000,0,0,0,0,0.0129,0.0639,0.0272,4,3,1,1
