"UNITID","school_name","city","state","zip","school_webpage","latitude","longitude","admission_rate","sat_verbal_midrange","sat_math_midrange","sat_writing_midrange","act_combined_midrange","act_english_midrange","act_math_midrange","act_writing_midrange","sat_total_average","undergrad_size","percent_white","percent_black","percent_hispanic","percent_asian","percent_part_time","average_cost_academic_year","average_cost_program_year","tuition_(instate)","tuition_(out_of_state)","spend_per_student","faculty_salary","percent_part_time_faculty","percent_pell_grant","completion_rate","predominant_degree","highest_degree","ownership","region","gender","carnegie_basic_classification","carnegie_undergraduate","carnegie_size","religious_affiliation","percent_female","agege24","faminc","mean_earnings_6_years","median_earnings_6_years","mean_earnings_10_years","median_earnings_10_years"
102234,'Spring Hill College',Mobile,AL,36608-1791,www.shc.edu,30.6948,-88.1382,0.4627,540.0,540.0,545.0,24.0,25.0,23.0,7.0,1100.0,1269.0,0.6643,0.1608,0.0875,0.0071,0.0504,43325.0,?,30924.0,30924.0,6999.0,6057.0,0.597,0.3328,0.5632,Bachelors,Graduate,'Private nonprofit','Southeast',COED,'Master\'s Colleges and Universities (smaller programs)','Full-time four-year selective lower transfer-in','Small 4-year highly residential (1000 to 2999)','Roman Catholic',0.70999997854232,0.12999999523162,78659.44,34700.0,33400.0,50000.0,43800.0
102261,'Southeastern Bible College',Birmingham,AL,35224-2083,www.sebc.edu,33.3789,-86.749,0.9615,?,?,?,21.0,20.0,20.0,?,970.0,160.0,0.625,0.2938,0.0313,0.0,0.1875,19127.0,?,11370.0,11370.0,4314.0,4577.0,1.0,0.6089,0.1935,Bachelors,Bachelors,'Private nonprofit','Southeast',COED,'Special Focus Institutions--Theological seminaries Bible colleges and other faith-related institutions',?,?,?,0.38999998569488,0.44999998807907,50567.09,34000.0,29800.0,35000.0,28800.0
102270,'Stillman College',Tuscaloosa,AL,35403,www.stillman.edu,33.1992,-87.5852,0.43,400.0,411.0,?,19.0,18.0,17.0,?,882.0,863.0,0.0626,0.9224,0.0104,0.0023,0.0637,24744.0,?,15901.0,15901.0,4330.0,4743.0,1.0,0.7429,0.2619,Bachelors,Bachelors,'Private nonprofit','Southeast',COED,'Baccalaureate Colleges--Arts & Sciences','Full-time four-year inclusive','Small 4-year highly residential (1000 to 2999)','Presbyterian Church (USA)',0.43000000715255,0.07000000029802,35064.97,27400.0,20800.0,27900.0,24700.0
102298,'Talladega College',Talladega,AL,35160,www.talladega.edu,33.4343,-86.1137,?,?,?,?,?,?,?,?,?,894.0,0.0391,0.8949,0.0257,0.0045,0.0503,18758.0,?,11492.0,11492.0,6876.0,5063.0,0.8182,0.9663,0.8240000000000001,Bachelors,Bachelors,'Private nonprofit','Southeast',COED,'Baccalaureate Colleges--Arts & Sciences','Full-time four-year inclusive','Very small 4-year highly residential (less than 1000)','United Church of Christ',0.60000002384185,0.11999999731779,26845.86,17900.0,15000.0,27300.0,25600.0
102313,'H Councill Trenholm State Technical College',Montgomery,AL,36108-3199,www.trenholmstate.edu,32.3501,-86.3431,?,?,?,?,?,?,?,?,?,1262.0,0.4263,0.5523,0.0048,0.0095,0.4374,9955.0,?,3288.0,5952.0,8051.0,6058.0,0.6636,0.6097,?,Certificate,Associate,Public,'Southeast',COED,'Associate\'s--Public Rural-serving Small','Medium full-time two-year','Small 2-year (500 to 1999)',?,0.66000002622604,0.52999997138977,15384.12,22400.0,19000.0,25800.0,21000.0
102368,'Troy University',Troy,AL,36082-0001,www.troy.edu,31.8001,-85.9502,0.6821,?,?,?,21.0,22.0,21.0,?,990.0,16208.0,0.4908,0.3672,0.0297,0.0083,0.43799999999999994,16877.0,?,7276.0,13612.0,5260.0,5996.0,0.4007,0.4758,0.3466,Bachelors,Graduate,Public,'Southeast',COED,'Master\'s Colleges and Universities (larger programs)','Higher part-time four-year','Large 4-year primarily residential (over 9999)',?,0.70999997854232,0.57999998331069,38308.15,33600.0,30300.0,39500.0,36600.0
102377,'Tuskegee University',Tuskegee,AL,36088-1920,www.tuskegee.edu,32.431,-85.7103,0.3511,455.0,460.0,?,20.0,20.0,19.0,?,937.0,2584.0,0.0019,0.7752,0.0019,0.0008,0.0449,32853.0,?,18900.0,18900.0,13235.0,6679.0,0.9685,0.6453,0.4384,Bachelors,Graduate,'Private nonprofit','Southeast',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Small 4-year highly residential (1000 to 2999)',?,0.52999997138977,0.01999999955296,51894.99,30600.0,25100.0,42500.0,37100.0
102395,'United States Sports Academy',Daphne,AL,36526-7055,www.ussa.edu,30.6393,-87.9116,?,?,?,?,?,?,?,?,?,80.0,0.2125,0.1125,0.0875,0.025,0.825,?,?,?,?,3428.0,5755.0,0.2258,0.4701,?,Bachelors,Graduate,'Private nonprofit','Southeast',COED,'Special Focus Institutions--Other special-focus institutions',?,?,?,0.12999999523162,0.75999999046325,38529.48,?,?,?,?
102429,'Bevill State Community College',Jasper,AL,35501,www.bscc.edu,33.8358,-87.265,?,?,?,?,?,?,?,?,?,3212.0,0.8032,0.1541,0.013999999999999999,0.0044,0.4384,13443.0,?,4230.0,7560.0,6162.0,6153.0,0.3519,0.5844,?,Associate,Associate,Public,'Southeast',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Medium 2-year (2000 to 4999)',?,0.70999997854232,0.44999998807907,18707.51,25900.0,22300.0,29800.0,25900.0
102553,'University of Alaska Anchorage',Anchorage,AK,99508,www.uaa.alaska.edu,61.1896,-149.8261,?,?,?,?,?,?,?,?,?,13116.0,0.5759,0.0361,0.0735,0.0722,0.4516,13180.0,?,5147.0,15206.0,9844.0,8471.0,0.8852,0.2473,0.2547,Bachelors,Graduate,Public,'Far West',COED,'Master\'s Colleges and Universities (larger programs)','Higher part-time four-year','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.62999999523162,0.43999999761581,52227.99,40800.0,36100.0,45500.0,42000.0
102580,'Alaska Bible College',Palmer,AK,99645,www.akbible.edu/,62.113,-145.5262,?,?,?,?,?,?,?,?,?,26.0,0.8846,0.0,0.0385,0.0,0.1923,13380.0,?,9200.0,9200.0,14539.0,2500.0,?,0.2182,?,Certificate,Bachelors,'Private nonprofit','Far West',COED,?,?,?,Undenominational,?,?,?,?,?,?,?
102614,'University of Alaska Fairbanks',Fairbanks,AK,99775-7500,www.uaf.edu,64.8571,-147.8248,?,?,?,?,?,?,?,?,?,5729.0,0.4486,0.0229,0.0504,0.0133,0.3795,15035.0,?,4984.0,15560.0,16400.0,8842.0,0.9141,0.2349,0.309,Bachelors,Graduate,Public,'Far West',COED,'Research Universities (high research activity)','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Medium 4-year primarily residential (3000 to 9999)',?,0.57999998331069,0.36000001430511,49787.78,35000.0,30900.0,43300.0,38200.0
102632,'University of Alaska Southeast',Juneau,AK,99801-8697,www.uas.alaska.edu,58.3843,-134.6363,?,?,?,?,?,?,?,?,?,1488.0,0.4751,0.0081,0.0551,0.0276,0.4899,16409.0,?,5693.0,16269.0,11626.0,8027.0,0.912,0.1834,0.1389,Bachelors,Graduate,Public,'Far West',COED,'Master\'s Colleges and Universities (smaller programs)','Higher part-time four-year','Small 4-year primarily nonresidential (1000 to 2999)',?,0.66000002622604,0.47999998927116,47284.57,32400.0,29600.0,41700.0,39500.0
102669,'Alaska Pacific University',Anchorage,AK,99508,www.alaskapacific.edu,61.1912,-149.8042,0.3745,520.0,480.0,502.0,22.0,21.0,21.0,?,1008.0,340.0,0.5441,0.0294,0.0353,0.0176,0.3853,42925.0,?,29810.0,29810.0,10753.0,5137.0,1.0,0.2791,0.3902,Bachelors,Graduate,'Private nonprofit','Far West',COED,'Master\'s Colleges and Universities (smaller programs)','Higher part-time four-year','Very small 4-year primarily residential (less than 1000)','United Methodist',0.63999998569488,0.43000000715255,65433.53,39900.0,41100.0,49300.0,47400.0
102711,'AVTEC-Alaska\'s Institute of Technology',Seward,AK,99664-0889,www.avtec.edu/,60.1107,-149.4446,0.4888,?,?,?,?,?,?,?,?,1347.0,0.5702,0.0171,0.0364,0.0082,0.7765,?,?,?,?,21543.0,6256.0,1.0,0.1163,?,Certificate,Associate,Public,'Far West',COED,?,?,?,?,0.31999999284744,0.54000002145767,31946.82,35900.0,31800.0,41400.0,30100.0
102845,'Charter College-Anchorage',Anchorage,AK,99508,www.chartercollege.edu,61.1958,-149.8402,?,?,?,?,?,?,?,?,?,2191.0,0.429,0.0374,0.3241,0.0196,0.0,21163.0,?,19882.0,19882.0,6073.0,3949.0,0.2115,0.6598,0.3534,Certificate,Bachelors,'Private for-profit','Far West',COED,'Baccalaureate/Associate\'s Colleges','Medium full-time four-year inclusivestudents with varying levels academic preparation and achievement)','Very small 4-year primarily nonresidential (less than 1000)',?,0.68000000715255,0.73000001907348,47041.46,36500.0,33500.0,46600.0,42000.0
103361,'Prince William Sound Community College',Valdez,AK,99686-0097,www.pwscc.edu,61.1224,-146.178,?,?,?,?,?,?,?,?,?,134.0,0.3657,0.0,0.0672,0.0,0.6493,12434.0,?,4448.0,4448.0,9474.0,7202.0,0.8889,0.2092,?,Associate,Associate,Public,'Far West',COED,'Associate\'s--Public Rural-serving Medium','Higher part-time two-year','Very small 2-year (less than 500)',?,0.62999999523162,0.43999999761581,52227.99,40800.0,36100.0,45500.0,42000.0
103501,'Alaska Career College',Anchorage,AK,99507-1033,www.alaskacareercollege.edu,61.1814,-149.857,?,?,?,?,?,?,?,?,?,335.0,0.4,0.1164,0.0806,0.1493,0.0,?,17095.0,?,?,1894.0,3359.0,0.3714,0.6181,?,Certificate,Associate,'Private for-profit','Far West',COED,?,?,?,?,0.85000002384185,0.62999999523162,29519.52,28500.0,29300.0,31200.0,30900.0
103644,'Everest College-Phoenix',Phoenix,AZ,85021-1641,www.everestcollegephoenix.edu,33.580999999999996,-112.1138,?,?,?,?,?,?,?,?,?,2761.0,0.389,0.3158,0.1268,0.0058,0.4611,25089.0,?,12960.0,12960.0,8489.0,7411.0,?,0.8264,0.3175,Associate,Bachelors,'Private for-profit','Southwest',COED,'Associate\'s--Private For-profit 4-year Primarily Associate\'s','Full-time four-year inclusive','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.81000000238418,0.66000002622604,27843.76,24600.0,23500.0,29600.0,28300.0
103723,'Collins College',Phoenix,AZ,85040,www.collinscollege.edu,33.4033,-111.9865,?,?,?,?,?,?,?,?,?,254.0,0.3465,0.0827,0.1614,0.0079,0.18899999999999997,?,?,?,?,5313.0,4869.0,?,0.7475,0.3773,Bachelors,Bachelors,'Private for-profit','Southwest',COED,'Special Focus Institutions--Schools of art music and design',?,?,?,0.23000000417232,0.30000001192092,46288.69,24100.0,21000.0,29100.0,25200.0
103732,'Empire Beauty School-Paradise Valley',Phoenix,AZ,85032,www.empire.edu,33.6026,-111.9764,?,?,?,?,?,?,?,?,?,43.0,0.6047,0.0698,0.1628,0.0,0.2093,?,15718.0,?,?,11911.0,?,?,0.6598,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.95999997854232,0.56000000238418,42591.96,17800.0,14000.0,26600.0,19300.0
103741,'Empire Beauty School-Tucson',Tucson,AZ,85716,www.empire.edu,32.2357,-110.9272,?,?,?,?,?,?,?,?,?,175.0,0.2343,0.1029,0.5657,0.0114,0.2,?,17171.0,?,?,6749.0,?,?,0.7843,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.97000002861022,0.47999998927116,35337.45,20000.0,17800.0,22700.0,16400.0
103778,'Thunderbird School of Global Management',Glendale,AZ,85306-6000,www.thunderbird.edu,33.6209,-112.1809,?,?,?,?,?,?,?,?,?,2.0,1.0,0.0,0.0,0.0,1.0,?,?,?,?,53366.0,10953.0,0.6027,0.0,?,Certificate,Graduate,'Private nonprofit','Southwest',COED,'Special Focus Institutions--Schools of business and management',?,?,?,0.34000000357627,0.97000002861022,36890.28,102400.0,97400.0,?,?
103787,'American Indian College of the Assemblies of God Inc',Phoenix,AZ,85021,www.aicag.edu/,33.5777,-112.0922,?,?,?,?,?,?,?,?,?,77.0,0.0649,0.1169,0.1948,0.0,0.1169,20601.0,?,12000.0,12000.0,6669.0,1954.0,1.0,0.7945,0.5,Bachelors,Bachelors,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Very small 4-year highly residential (less than 1000)','Assemblies of God Church',0.62999999523162,0.43999999761581,18945.46,?,?,?,?
103811,'American Institute of Technology',Phoenix,AZ,85043-4729,www.ait-schools.com,33.4423,-112.1753,?,?,?,?,?,?,?,?,?,278.0,0.5144,0.24100000000000002,0.1331,0.0144,0.0,?,21896.0,?,?,3061.0,?,?,0.4933,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.15000000596046,0.9200000166893,27750.39,29100.0,27300.0,31800.0,30700.0
103893,'Carrington College-Phoenix',Phoenix,AZ,85051-4063,www.carrington.edu,33.5608,-112.1155,1.0,?,?,?,?,?,?,?,?,676.0,0.2618,0.0784,0.5429,0.0044,0.0,?,24417.0,?,?,2326.0,3613.0,0.5357,0.7255,0.6443,Certificate,Bachelors,'Private for-profit','Southwest',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Large 2-year ( 5000 to 9999)',?,0.83999997377395,0.5,26386.56,23900.0,22300.0,28400.0,26200.0
103909,'Carrington College-Mesa',Mesa,AZ,85210,www.carrington.edu,33.393,-111.8553,1.0,?,?,?,?,?,?,?,?,691.0,0.4486,0.0463,0.3343,0.026000000000000002,0.09699999999999999,?,26492.0,?,?,4729.0,4133.0,0.24,0.7296,?,Certificate,Associate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,23900.0,22300.0,28400.0,26200.0
103927,'Carrington College-Tucson',Tucson,AZ,85705-5885,www.carrington.edu,32.2709,-110.978,1.0,?,?,?,?,?,?,?,?,440.0,0.2614,0.0364,0.6136,0.0023,0.0068,?,24529.0,?,?,2549.0,3036.0,0.4211,0.6507,?,Certificate,Associate,'Private for-profit','Southwest',COED,?,?,?,?,?,?,?,23900.0,22300.0,28400.0,26200.0
103945,'College America-Flagstaff',Flagstaff,AZ,86004,www.collegeamerica.edu,35.2112,-111.6048,?,?,?,?,?,?,?,?,?,209.0,0.2727,0.0144,0.1053,0.0,0.0,26842.0,?,17211.0,17211.0,3013.0,3960.0,0.5833,0.8431,0.4667,Associate,Bachelors,'Private nonprofit','Southwest',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Very small 2-year (less than 500)',?,0.79000002145767,0.47999998927116,24087.91,20400.0,19400.0,?,?
103954,'Arizona Academy of Beauty-East',Tucson,AZ,85712,www.arizonaacademy.com,32.2373,-110.8723,?,?,?,?,?,?,?,?,?,47.0,0.38299999999999995,0.0213,0.4894,0.0213,0.0,?,16550.0,?,?,3599.0,?,?,0.575,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.54000002145767,20300.36,14500.0,14300.0,20000.0,17600.0
103963,'Arizona Automotive Institute',Glendale,AZ,85301-3579,www.aai.edu,33.5372,-112.1573,?,?,?,?,?,?,?,?,?,505.0,0.3723,0.1129,0.3149,0.0079,0.0,?,32627.0,?,?,5391.0,?,?,0.7742,?,Certificate,Certificate,'Private for-profit','Southwest',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Small 2-year (500 to 1999)',?,0.07000000029802,0.46000000834465,29790.69,27500.0,24400.0,35700.0,33900.0
104090,'Brookline College-Phoenix',Phoenix,AZ,85021,www.brooklinecollege.edu,33.5254,-112.1501,?,?,?,?,?,?,?,?,?,828.0,0.3249,0.2077,0.2512,0.0193,0.0,?,29302.0,?,?,8116.0,4757.0,0.3235,0.6609,0.4664,Certificate,Bachelors,'Private for-profit','Southwest',COED,'Baccalaureate/Associate\'s Colleges','Full-time four-year inclusive','Small 4-year primarily nonresidential (1000 to 2999)',?,0.86000001430511,0.56000000238418,14933.38,20500.0,17700.0,24100.0,22300.0
104151,'Arizona State University-Tempe',Tempe,AZ,85287,www.asu.edu/,33.4219,-111.94,0.8023,560.0,585.0,?,25.0,25.0,26.0,?,1145.0,38480.0,0.5755,0.0398,0.1853,0.0677,0.0943,21960.0,?,9861.0,23654.0,9080.0,10405.0,0.8787,0.3376,0.5947,Bachelors,Graduate,Public,'Southwest',COED,'Research Universities (very high research activity)','Full-time four-year selective higher transfer-in','Large 4-year primarily nonresidential (over 9999)',?,0.55000001192092,0.25,63334.02,39500.0,36300.0,52400.0,45200.0
104160,'Arizona Western College',Yuma,AZ,85365-8834,www.azwestern.edu,32.6893,-114.49600000000001,?,?,?,?,?,?,?,?,?,7442.0,0.1892,0.0325,0.6517,0.0106,0.6318,14337.0,?,2420.0,7895.0,5028.0,9023.0,0.3008,0.5803,?,Certificate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.61000001430511,0.31000000238418,26208.62,24400.0,21000.0,29900.0,25600.0
104179,'University of Arizona',Tucson,AZ,85721-0066,www.arizona.edu,32.2321,-110.9508,0.7692,542.0,565.0,535.0,24.0,?,?,?,1106.0,31399.0,0.5464,0.0333,0.2444,0.0561,0.099,23905.0,?,10391.0,27383.0,11382.0,10320.0,0.7478,0.3265,0.6139,Bachelors,Graduate,Public,'Southwest',COED,'Research Universities (very high research activity)','Full-time four-year selective higher transfer-in','Large 4-year primarily nonresidential (over 9999)',?,0.55000001192092,0.17000000178813,68621.67,38300.0,33500.0,53100.0,44400.0
104188,'Southwest University of Visual Arts-Tucson',Tucson,AZ,85716,www.suva.edu,32.2524,-110.9273,?,?,?,?,?,?,?,?,?,216.0,0.5324,0.0648,0.287,0.0093,0.4167,49519.0,?,34541.0,34541.0,3390.0,3141.0,0.5652,0.5308,0.8333,Bachelors,Bachelors,'Private for-profit','Southwest',COED,'Special Focus Institutions--Schools of art music and design',?,?,?,0.69999998807907,0.47999998927116,45547.82,24900.0,23900.0,29000.0,27500.0
104294,'Brillare Hairdressing Academy',Scottsdale,AZ,85254,www.brillare.com/,33.624,-111.9255,?,?,?,?,?,?,?,?,?,226.0,0.6637,0.0531,0.1858,0.0044,0.4292,?,15900.0,?,?,5643.0,?,?,0.5724,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.88999998569488,0.31000000238418,67168.39,22800.0,20100.0,23700.0,19900.0
104346,'Central Arizona College',Coolidge,AZ,85128-9030,www.centralaz.edu,32.9571,-111.6525,?,?,?,?,?,?,?,?,?,5462.0,0.4713,0.0751,0.2697,0.0157,0.6335,9205.0,?,2310.0,10260.0,5725.0,6164.0,1.0,0.4644,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Suburban-serving Multicampus','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.69999998807907,0.5,27253.57,25800.0,21900.0,31200.0,28700.0
104364,'Brown Mackie College-Tucson',Tucson,AZ,85712,www.brownmackie.edu,32.2367,-110.8951,?,?,?,?,?,?,?,?,?,684.0,0.3596,0.1228,0.4137,0.0175,0.0,24344.0,?,13194.0,13194.0,2554.0,4926.0,0.0667,0.8355,0.1622,Associate,Bachelors,'Private for-profit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year inclusive','Very small 4-year primarily nonresidential (less than 1000)',?,0.62999999523162,0.58999997377395,23479.05,26800.0,25500.0,29100.0,25200.0
104391,'Charles of Italy Beauty College','Lake Havasu City',AZ,86403,www.charlesofitaly.edu,34.4753,-114.3281,?,?,?,?,?,?,?,?,?,83.0,0.7952,0.0843,0.1205,0.0,0.0,?,13838.0,?,?,1485.0,?,?,0.6291,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.94999998807907,0.46000000834465,28904.91,15900.0,15600.0,21200.0,16500.0
104425,'Cochise College',Douglas,AZ,85607-6190,www.cochise.edu,31.3658,-109.6904,?,?,?,?,?,?,?,?,?,3787.0,0.4212,0.0562,0.4423,0.0172,0.5862,9792.0,?,1752.0,6000.0,2803.0,6249.0,0.2638,0.308,?,Associate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.62000000476837,0.47999998927116,24856.53,27700.0,22600.0,37500.0,31200.0
104434,'Empire Beauty School-Flagstaff',Flagstaff,AZ,86004,www.empire.edu,35.1972,-111.6259,?,?,?,?,?,?,?,?,?,53.0,0.4906,0.0,0.1698,0.0,0.0,?,17217.0,?,?,6952.0,?,?,0.7474,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.93999999761581,0.52999997138977,37036.77,19700.0,16700.0,22100.0,16900.0
104443,'Empire Beauty School-Chandler',Chandler,AZ,85224,www.empire.edu,33.3476,-111.8604,?,?,?,?,?,?,?,?,?,113.0,0.3009,0.2655,0.3009,0.0088,0.2389,?,16135.0,?,?,7486.0,?,?,0.7113,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.93999999761581,0.52999997138977,37036.77,19700.0,16700.0,22100.0,16900.0
104504,'Cortiva Institute-Tucson',Tucson,AZ,85710,www.cortiva.com/,32.219,-110.8568,?,?,?,?,?,?,?,?,?,143.0,0.5664,0.049,0.3427,0.021,0.3287,?,21809.0,?,?,3937.0,?,?,0.7105,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.76999998092651,0.62000000476837,36873.99,22800.0,20400.0,28100.0,21800.0
104568,'Avalon School of Cosmetology-Mesa',Mesa,AZ,85210,www.avalon.com,33.3766,-111.8583,?,?,?,?,?,?,?,?,?,273.0,0.5238,0.1062,0.2784,0.0073,0.3516,?,14520.0,?,?,4143.0,?,?,0.7927,?,Certificate,Certificate,'Private for-profit','Southwest',COED,?,?,?,?,0.93000000715255,0.44999998807907,41184.3,19100.0,16400.0,21300.0,17900.0
104577,'Eastern Arizona College',Thatcher,AZ,85552-0769,www.eac.edu,32.8407,-109.7617,?,?,?,?,?,?,?,?,?,4812.0,0.6025,0.0426,0.1989,0.0114,0.6002,11649.0,?,1760.0,8360.0,5140.0,8016.0,0.2569,0.1975,?,Certificate,Associate,Public,'Southwest',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.57999998331069,0.33000001311302,21329.83,26000.0,22300.0,33400.0,27800.0
104586,'Embry-Riddle Aeronautical University-Prescott',Prescott,AZ,86301-3720,www.erau.edu,34.6157,-112.4523,0.7898,565.0,595.0,545.0,26.0,26.0,27.0,?,1171.0,1802.0,0.6016,0.0172,0.0755,0.0494,0.0638,45228.0,?,31034.0,31034.0,18433.0,8387.0,0.7018,0.2884,0.5915,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year selective lower transfer-in','Small 4-year primarily residential (1000 to 2999)',?,0.17000000178813,0.31999999284744,71628.0,50100.0,44500.0,65500.0,60900.0
104665,'Frank Lloyd Wright School of Architecture',Scottsdale,AZ,85261-4430,www.taliesin.edu,33.6072,-111.8465,?,?,?,?,?,?,?,?,?,2.0,0.5,0.0,0.0,0.0,0.0,?,?,?,?,10874.0,4214.0,?,0.3333,?,Bachelors,Graduate,'Private nonprofit','Southwest',COED,'Special Focus Institutions--Schools of art music and design',?,?,?,?,?,?,?,?,?,?
